LSOA code (2011),LSOA name (2011),Local Authority District code (2013),Local Authority District name (2013),Income Deprivation Affecting Children Index (IDACI) Score (rate),Income Deprivation Affecting Children Index (IDACI) Rank (where 1 is most deprived),Income Deprivation Affecting Children Index (IDACI) Decile (where 1 is most deprived 10% of LSOAs),Income Deprivation Affecting Older People (IDAOPI) Score (rate),Income Deprivation Affecting Older People (IDAOPI) Rank (where 1 is most deprived),Income Deprivation Affecting Older People (IDAOPI) Decile (where 1 is most deprived 10% of LSOAs)
E01000308,Barnet 036D,E09000003,Barnet,0.4,2529,1,0.4,2482,1
E01000309,Barnet 031D,E09000003,Barnet,0.1,23950,8,0.2,13592,5
E01000310,Barnet 034C,E09000003,Barnet,0.1,19236,6,0.2,10105,4
E01000311,Barnet 034D,E09000003,Barnet,0.0,29756,10,0.1,23565,8
E01000312,Barnet 036E,E09000003,Barnet,0.2,11823,4,0.5,1009,1
E01000313,Barnet 036F,E09000003,Barnet,0.2,12835,4,0.2,9193,3
E01000314,Barnet 032F,E09000003,Barnet,0.1,26110,8,0.1,19711,7
E01000315,Barnet 022F,E09000003,Barnet,0.3,5973,2,0.4,1946,1
E01000316,Barnet 027E,E09000003,Barnet,0.2,11114,4,0.3,7550,3
E01000317,Barnet 019D,E09000003,Barnet,0.1,21767,7,0.2,10685,4
E01000318,Barnet 019E,E09000003,Barnet,0.1,17124,6,0.2,11080,4
E01000319,Barnet 027F,E09000003,Barnet,0.1,23280,8,0.2,16348,5
E01000320,Barnet 011D,E09000003,Barnet,0.1,20886,7,0.1,19844,7
E01000321,Barnet 012E,E09000003,Barnet,0.2,15780,5,0.2,10830,4
E01000322,Barnet 011E,E09000003,Barnet,0.2,13850,5,0.2,13914,5
E01000323,Barnet 019F,E09000003,Barnet,0.1,16628,6,0.2,8478,3
E01000324,Barnet 015F,E09000003,Barnet,0.1,18703,6,0.1,17612,6
E01033572,Barnet 030E,E09000003,Barnet,0.4,3462,2,0.2,12734,4
E01033573,Barnet 030F,E09000003,Barnet,0.4,4392,2,0.4,2516,1
E01000325,Bexley 014A,E09000004,Bexley,0.0,28934,9,0.1,30229,10
E01000326,Bexley 014B,E09000004,Bexley,0.2,13830,5,0.1,27071,9
E01000327,Bexley 017A,E09000004,Bexley,0.1,23491,8,0.1,29339,9
E01000328,Bexley 017B,E09000004,Bexley,0.1,20262,7,0.1,25188,8
E01000329,Bexley 017C,E09000004,Bexley,0.3,8592,3,0.1,24804,8
E01000330,Bexley 017D,E09000004,Bexley,0.2,13936,5,0.1,16519,6
E01000331,Bexley 017E,E09000004,Bexley,0.2,12682,4,0.1,19948,7
E01000332,Bexley 005A,E09000004,Bexley,0.2,11851,4,0.1,22933,7
E01000333,Bexley 003A,E09000004,Bexley,0.3,4626,2,0.2,12798,4
E01000334,Bexley 006A,E09000004,Bexley,0.1,17704,6,0.1,22962,7
E01000335,Bexley 003B,E09000004,Bexley,0.3,6805,3,0.2,9444,3
E01000336,Bexley 003C,E09000004,Bexley,0.3,5626,2,0.3,3893,2
E01000337,Bexley 003D,E09000004,Bexley,0.3,6246,2,0.1,17273,6
E01000338,Bexley 003E,E09000004,Bexley,0.2,9800,3,0.1,17590,6
E01000339,Bexley 025A,E09000004,Bexley,0.2,15374,5,0.1,20854,7
E01000340,Bexley 018A,E09000004,Bexley,0.1,19261,6,0.1,24043,8
E01000341,Bexley 022A,E09000004,Bexley,0.1,20393,7,0.1,26640,9
E01000342,Bexley 022B,E09000004,Bexley,0.1,24507,8,0.1,26920,9
E01000343,Bexley 022C,E09000004,Bexley,0.1,20147,7,0.1,25586,8
E01000344,Bexley 025B,E09000004,Bexley,0.1,24309,8,0.1,29015,9
E01000345,Bexley 022D,E09000004,Bexley,0.1,24758,8,0.1,28073,9
E01000346,Bexley 021A,E09000004,Bexley,0.1,25744,8,0.1,25057,8
E01000347,Bexley 021B,E09000004,Bexley,0.1,22632,7,0.2,16287,5
E01000348,Bexley 020A,E09000004,Bexley,0.0,29687,10,0.0,31525,10
E01000349,Bexley 020B,E09000004,Bexley,0.1,27030,9,0.1,27085,9
E01000350,Bexley 021C,E09000004,Bexley,0.1,24624,8,0.1,28710,9
E01000351,Bexley 024A,E09000004,Bexley,0.1,23838,8,0.1,28909,9
E01000352,Bexley 021D,E09000004,Bexley,0.2,13753,5,0.1,17157,6
E01000353,Bexley 011A,E09000004,Bexley,0.1,26406,9,0.1,28792,9
E01000354,Bexley 011B,E09000004,Bexley,0.2,10189,4,0.2,15413,5
E01000355,Bexley 011C,E09000004,Bexley,0.1,24971,8,0.1,25257,8
E01000356,Bexley 009A,E09000004,Bexley,0.1,25722,8,0.1,30094,10
E01000357,Bexley 009B,E09000004,Bexley,0.1,21266,7,0.1,29134,9
E01000358,Bexley 011D,E09000004,Bexley,0.1,23072,8,0.1,25778,8
E01000359,Bexley 009C,E09000004,Bexley,0.1,25386,8,0.0,31635,10
E01000360,Bexley 015A,E09000004,Bexley,0.2,15138,5,0.1,19612,6
E01000361,Bexley 020C,E09000004,Bexley,0.2,15910,5,0.1,21542,7
E01000362,Bexley 015B,E09000004,Bexley,0.1,18096,6,0.1,28391,9
E01000363,Bexley 020D,E09000004,Bexley,0.0,29941,10,0.1,26550,9
E01000364,Bexley 023A,E09000004,Bexley,0.2,16132,5,0.1,25911,8
E01000365,Bexley 015C,E09000004,Bexley,0.2,12956,4,0.1,18041,6
E01000366,Bexley 015D,E09000004,Bexley,0.2,13173,5,0.1,25326,8
E01000367,Bexley 010A,E09000004,Bexley,0.3,9088,3,0.2,10501,4
E01000368,Bexley 010B,E09000004,Bexley,0.4,4439,2,0.2,8942,3
E01000369,Bexley 014C,E09000004,Bexley,0.2,14078,5,0.1,26790,9
E01000370,Bexley 014D,E09000004,Bexley,0.1,20310,7,0.1,24432,8
E01000371,Bexley 014E,E09000004,Bexley,0.1,18812,6,0.1,28306,9
E01000372,Bexley 010C,E09000004,Bexley,0.3,5639,2,0.2,12561,4
E01000373,Bexley 008A,E09000004,Bexley,0.3,5951,2,0.3,4655,2
E01000374,Bexley 019A,E09000004,Bexley,0.4,3133,1,0.2,8600,3
E01000375,Bexley 019B,E09000004,Bexley,0.3,8172,3,0.2,12418,4
E01000376,Bexley 019C,E09000004,Bexley,0.1,16571,6,0.1,17052,6
E01000377,Bexley 019D,E09000004,Bexley,0.1,16771,6,0.1,21158,7
E01000378,Bexley 019E,E09000004,Bexley,0.1,16662,6,0.2,14539,5
E01000379,Bexley 019F,E09000004,Bexley,0.2,10475,4,0.2,16044,5
E01000380,Bexley 010D,E09000004,Bexley,0.3,7058,3,0.3,6970,3
E01000381,Bexley 028A,E09000004,Bexley,0.2,10500,4,0.2,13819,5
E01000382,Bexley 027A,E09000004,Bexley,0.0,29058,9,0.0,30948,10
E01000383,Bexley 028B,E09000004,Bexley,0.2,11647,4,0.1,29177,9
E01000384,Bexley 027B,E09000004,Bexley,0.2,15334,5,0.2,15751,5
E01000385,Bexley 028C,E09000004,Bexley,0.4,4235,2,0.2,10211,4
E01000386,Bexley 028D,E09000004,Bexley,0.4,3883,2,0.3,5774,2
E01000387,Bexley 027C,E09000004,Bexley,0.1,20377,7,0.1,24676,8
E01000388,Bexley 016A,E09000004,Bexley,0.1,21974,7,0.1,23364,8
E01000389,Bexley 020E,E09000004,Bexley,0.2,13259,5,0.1,22808,7
E01000390,Bexley 020F,E09000004,Bexley,0.1,23793,8,0.1,23073,8
E01000391,Bexley 021E,E09000004,Bexley,0.2,15563,5,0.1,22403,7
E01000392,Bexley 016B,E09000004,Bexley,0.3,6079,2,0.3,8078,3
E01000393,Bexley 020G,E09000004,Bexley,0.1,17611,6,0.1,27276,9
E01000394,Bexley 015E,E09000004,Bexley,0.1,19647,6,0.1,17581,6
E01000395,Bexley 018B,E09000004,Bexley,0.1,27676,9,0.1,24944,8
E01000396,Bexley 018C,E09000004,Bexley,0.1,22350,7,0.1,29127,9
E01000398,Bexley 029A,E09000004,Bexley,0.2,10410,4,0.2,13520,5
E01000399,Bexley 029B,E09000004,Bexley,0.1,16570,6,0.1,26393,9
E01000400,Bexley 029C,E09000004,Bexley,0.2,13533,5,0.1,21744,7
E01000401,Bexley 013A,E09000004,Bexley,0.3,6071,2,0.2,10287,4
E01000402,Bexley 005B,E09000004,Bexley,0.2,9362,3,0.2,9977,4
E01000403,Bexley 004A,E09000004,Bexley,0.3,6283,2,0.2,9448,3
E01000404,Bexley 004B,E09000004,Bexley,0.3,5477,2,0.3,6745,3
E01000405,Bexley 004C,E09000004,Bexley,0.3,7414,3,0.2,10731,4
E01000406,Bexley 005C,E09000004,Bexley,0.2,10649,4,0.2,9215,3
E01000407,Bexley 005D,E09000004,Bexley,0.1,18132,6,0.1,19089,6
E01000408,Bexley 004D,E09000004,Bexley,0.3,7957,3,0.2,11023,4
E01000409,Bexley 016C,E09000004,Bexley,0.1,24296,8,0.0,30761,10
E01000410,Bexley 018D,E09000004,Bexley,0.1,26300,9,0.1,26806,9
E01000411,Bexley 016D,E09000004,Bexley,0.1,17066,6,0.1,26669,9
E01000412,Bexley 018E,E09000004,Bexley,0.1,19850,7,0.1,21357,7
E01000413,Bexley 018F,E09000004,Bexley,0.1,19290,6,0.1,21312,7
E01000414,Bexley 016E,E09000004,Bexley,0.2,16142,5,0.1,18153,6
E01000415,Bexley 016F,E09000004,Bexley,0.1,26278,9,0.1,29477,9
E01000416,Bexley 002A,E09000004,Bexley,0.3,6934,3,0.2,9741,3
E01000417,Bexley 006B,E09000004,Bexley,0.2,14736,5,0.1,20293,7
E01000418,Bexley 002B,E09000004,Bexley,0.3,8656,3,0.2,11319,4
E01000419,Bexley 006C,E09000004,Bexley,0.1,24773,8,0.1,28933,9
E01000420,Bexley 006D,E09000004,Bexley,0.1,20190,7,0.1,23728,8
E01000421,Bexley 009D,E09000004,Bexley,0.0,29106,9,0.1,26154,8
E01000422,Bexley 002C,E09000004,Bexley,0.4,3087,1,0.4,1999,1
E01000423,Bexley 025C,E09000004,Bexley,0.0,30352,10,0.1,28768,9
E01000424,Bexley 026A,E09000004,Bexley,0.1,21808,7,0.1,24355,8
E01000425,Bexley 025D,E09000004,Bexley,0.0,28794,9,0.1,22260,7
E01000426,Bexley 026B,E09000004,Bexley,0.1,21729,7,0.1,20070,7
E01000427,Bexley 026C,E09000004,Bexley,0.1,20777,7,0.1,18751,6
E01000428,Bexley 027D,E09000004,Bexley,0.4,2925,1,0.2,15662,5
E01000429,Bexley 008B,E09000004,Bexley,0.4,3072,1,0.2,8442,3
E01000430,Bexley 008C,E09000004,Bexley,0.2,9704,3,0.2,14254,5
E01000431,Bexley 008D,E09000004,Bexley,0.4,2431,1,0.2,10712,4
E01000432,Bexley 008E,E09000004,Bexley,0.3,7146,3,0.2,13515,5
E01000433,Bexley 008F,E09000004,Bexley,0.4,3052,1,0.2,10258,4
E01000434,Bexley 008G,E09000004,Bexley,0.3,6918,3,0.3,6447,2
E01000435,Bexley 010E,E09000004,Bexley,0.3,6074,2,0.2,15528,5
E01000436,Bexley 011E,E09000004,Bexley,0.1,19233,6,0.1,29368,9
E01000437,Bexley 007A,E09000004,Bexley,0.2,13562,5,0.1,20816,7
E01000438,Bexley 007B,E09000004,Bexley,0.2,14174,5,0.1,22452,7
E01000439,Bexley 007C,E09000004,Bexley,0.3,9266,3,0.2,14514,5
E01000440,Bexley 007D,E09000004,Bexley,0.1,21862,7,0.1,30617,10
E01000441,Bexley 007E,E09000004,Bexley,0.4,3732,2,0.2,12662,4
E01000442,Bexley 006E,E09000004,Bexley,0.1,16353,5,0.1,21491,7
E01000443,Bexley 024B,E09000004,Bexley,0.1,16944,6,0.1,18980,6
E01000444,Bexley 023B,E09000004,Bexley,0.0,29617,10,0.0,32111,10
E01000445,Bexley 024C,E09000004,Bexley,0.1,26604,9,0.0,32092,10
E01000446,Bexley 024D,E09000004,Bexley,0.0,29695,10,0.1,25947,8
E01000447,Bexley 023C,E09000004,Bexley,0.1,19505,6,0.1,18839,6
E01000448,Bexley 023D,E09000004,Bexley,0.1,26571,9,0.0,32693,10
E01000449,Bexley 023E,E09000004,Bexley,0.1,27676,9,0.0,31762,10
E01000450,Bexley 009E,E09000004,Bexley,0.2,11985,4,0.1,17618,6
E01000451,Bexley 009F,E09000004,Bexley,0.2,16187,5,0.1,29900,10
E01000452,Bexley 009G,E09000004,Bexley,0.1,21025,7,0.1,26423,9
E01000453,Bexley 013B,E09000004,Bexley,0.1,17616,6,0.1,28305,9
E01000454,Bexley 013C,E09000004,Bexley,0.2,14618,5,0.2,13894,5
E01000455,Bexley 013D,E09000004,Bexley,0.1,25945,8,0.1,26057,8
E01000456,Bexley 013E,E09000004,Bexley,0.1,22857,7,0.1,23379,8
E01000457,Bexley 026D,E09000004,Bexley,0.1,16795,6,0.1,17158,6
E01000458,Bexley 027E,E09000004,Bexley,0.1,21887,7,0.1,23034,8
E01000459,Bexley 027F,E09000004,Bexley,0.2,11251,4,0.1,18105,6
E01000460,Bexley 022E,E09000004,Bexley,0.1,27477,9,0.0,31996,10
E01000461,Bexley 024E,E09000004,Bexley,0.1,23603,8,0.1,28100,9
E01000462,Bexley 026E,E09000004,Bexley,0.2,12073,4,0.1,20524,7
E01000463,Bexley 025E,E09000004,Bexley,0.1,21700,7,0.1,28525,9
E01000464,Bexley 002D,E09000004,Bexley,0.3,6703,3,0.4,2176,1
E01000465,Bexley 002E,E09000004,Bexley,0.3,4993,2,0.3,8366,3
E01000466,Bexley 001A,E09000004,Bexley,0.3,7696,3,0.3,8161,3
E01000467,Bexley 001B,E09000004,Bexley,0.3,8199,3,0.3,6796,3
E01000468,Bexley 001C,E09000004,Bexley,0.2,9739,3,0.2,10972,4
E01000469,Bexley 001D,E09000004,Bexley,0.2,13349,5,0.2,11567,4
E01000470,Bexley 002F,E09000004,Bexley,0.4,2810,1,0.4,2757,1
E01032566,Bexley 029D,E09000004,Bexley,0.3,6465,2,0.2,11999,4
E01000471,Brent 026A,E09000005,Brent,0.1,17565,6,0.3,6991,3
E01000472,Brent 029A,E09000005,Brent,0.3,8518,3,0.3,6308,2
E01000473,Brent 029B,E09000005,Brent,0.3,8856,3,0.3,7111,3
E01000474,Brent 026B,E09000005,Brent,0.1,18729,6,0.3,4180,2
E01000475,Brent 029C,E09000005,Brent,0.2,15107,5,0.3,4261,2
E01000476,Brent 026C,E09000005,Brent,0.1,19577,6,0.2,9530,3
E01000477,Brent 026D,E09000005,Brent,0.2,11940,4,0.2,8509,3
E01000478,Brent 029D,E09000005,Brent,0.1,16778,6,0.3,6770,3
E01000479,Brent 009A,E09000005,Brent,0.1,16579,6,0.2,13230,5
E01000480,Brent 006A,E09000005,Brent,0.1,22847,7,0.1,19078,6
E01000481,Brent 009B,E09000005,Brent,0.3,6256,2,0.3,8034,3
E01000482,Brent 009C,E09000005,Brent,0.4,4511,2,0.5,1387,1
E01000483,Brent 009D,E09000005,Brent,0.4,4585,2,0.4,2461,1
E01000484,Brent 006B,E09000005,Brent,0.5,1241,1,0.4,2651,1
E01000485,Brent 006C,E09000005,Brent,0.2,15537,5,0.6,330,1
E01000486,Brent 006D,E09000005,Brent,0.2,14314,5,0.1,20202,7
E01000487,Brent 006E,E09000005,Brent,0.2,14569,5,0.3,8204,3
E01000488,Brent 022A,E09000005,Brent,0.2,10965,4,0.3,8172,3
E01000489,Brent 030A,E09000005,Brent,0.2,14878,5,0.3,5037,2
E01000490,Brent 023A,E09000005,Brent,0.3,7463,3,0.3,4022,2
E01000491,Brent 030B,E09000005,Brent,0.2,11620,4,0.3,7846,3
E01000492,Brent 030C,E09000005,Brent,0.1,22521,7,0.2,13316,5
E01000493,Brent 030D,E09000005,Brent,0.2,15789,5,0.2,14985,5
E01000494,Brent 023B,E09000005,Brent,0.2,10639,4,0.3,3922,2
E01000495,Brent 023C,E09000005,Brent,0.3,5627,2,0.5,1051,1
E01000497,Brent 011A,E09000005,Brent,0.3,7780,3,0.2,9197,3
E01000498,Brent 010B,E09000005,Brent,0.4,4542,2,0.2,9925,4
E01000499,Brent 011B,E09000005,Brent,0.4,3576,2,0.3,8325,3
E01000501,Brent 011C,E09000005,Brent,0.4,2953,1,0.4,2860,1
E01000502,Brent 011D,E09000005,Brent,0.2,9421,3,0.2,9510,3
E01000503,Brent 011E,E09000005,Brent,0.3,7086,3,0.2,10560,4
E01000504,Brent 018A,E09000005,Brent,0.2,11423,4,0.3,6416,2
E01000505,Brent 018B,E09000005,Brent,0.2,10157,4,0.2,11941,4
E01000506,Brent 014A,E09000005,Brent,0.4,4225,2,0.3,3875,2
E01000507,Brent 018C,E09000005,Brent,0.4,4496,2,0.2,10240,4
E01000508,Brent 025A,E09000005,Brent,0.4,3393,2,0.4,1883,1
E01000509,Brent 014B,E09000005,Brent,0.5,858,1,0.2,9320,3
E01000510,Brent 014C,E09000005,Brent,0.3,4987,2,0.3,5613,2
E01000511,Brent 014D,E09000005,Brent,0.4,3872,2,0.2,10597,4
E01000512,Brent 018D,E09000005,Brent,0.3,8150,3,0.2,12062,4
E01000513,Brent 002A,E09000005,Brent,0.1,18357,6,0.2,14438,5
E01000514,Brent 002B,E09000005,Brent,0.2,14406,5,0.2,11272,4
E01000515,Brent 003A,E09000005,Brent,0.2,11249,4,0.3,3954,2
E01000516,Brent 002C,E09000005,Brent,0.2,12384,4,0.2,13293,5
E01000517,Brent 003B,E09000005,Brent,0.1,22151,7,0.2,11207,4
E01000518,Brent 005A,E09000005,Brent,0.2,14441,5,0.3,5523,2
E01000519,Brent 005B,E09000005,Brent,0.2,13708,5,0.3,6765,3
E01000520,Brent 002D,E09000005,Brent,0.2,15939,5,0.3,7346,3
E01000521,Brent 025B,E09000005,Brent,0.4,1906,1,0.4,1773,1
E01000522,Brent 025C,E09000005,Brent,0.4,2636,1,0.3,6232,2
E01000523,Brent 031A,E09000005,Brent,0.4,4097,2,0.3,5660,2
E01000524,Brent 031B,E09000005,Brent,0.5,761,1,0.4,3559,2
E01000525,Brent 031C,E09000005,Brent,0.4,4555,2,0.4,3684,2
E01000526,Brent 025D,E09000005,Brent,0.4,2389,1,0.4,2965,1
E01000527,Brent 025E,E09000005,Brent,0.4,4381,2,0.3,5125,2
E01000528,Brent 025F,E09000005,Brent,0.4,2027,1,0.6,430,1
E01000530,Brent 033A,E09000005,Brent,0.2,11770,4,0.2,14593,5
E01000531,Brent 033B,E09000005,Brent,0.3,5840,2,0.3,5261,2
E01000532,Brent 033C,E09000005,Brent,0.2,12425,4,0.2,9333,3
E01000533,Brent 031E,E09000005,Brent,0.3,4812,2,0.5,1320,1
E01000534,Brent 033D,E09000005,Brent,0.3,8998,3,0.2,10847,4
E01000535,Brent 031F,E09000005,Brent,0.3,7829,3,0.2,9480,3
E01000536,Brent 004A,E09000005,Brent,0.1,22870,7,0.1,16473,6
E01000538,Brent 004B,E09000005,Brent,0.1,23833,8,0.1,21381,7
E01000539,Brent 004C,E09000005,Brent,0.1,22637,7,0.1,17410,6
E01000540,Brent 004D,E09000005,Brent,0.1,20287,7,0.1,19167,6
E01000541,Brent 004E,E09000005,Brent,0.1,25498,8,0.3,6144,2
E01000543,Brent 003E,E09000005,Brent,0.2,10761,4,0.3,8292,3
E01000544,Brent 034A,E09000005,Brent,0.4,2031,1,0.4,1564,1
E01000545,Brent 028A,E09000005,Brent,0.3,8670,3,0.3,4063,2
E01000546,Brent 028B,E09000005,Brent,0.2,10812,4,0.2,8606,3
E01000547,Brent 028C,E09000005,Brent,0.2,11811,4,0.3,5429,2
E01000548,Brent 028D,E09000005,Brent,0.4,2298,1,0.4,1890,1
E01000549,Brent 028E,E09000005,Brent,0.2,15113,5,0.3,6774,3
E01000550,Brent 034B,E09000005,Brent,0.4,3963,2,0.5,1423,1
E01000551,Brent 034C,E09000005,Brent,0.4,1974,1,0.5,644,1
E01000552,Brent 034D,E09000005,Brent,0.4,3478,2,0.5,696,1
E01000553,Brent 015A,E09000005,Brent,0.3,7350,3,0.3,4225,2
E01000554,Brent 015B,E09000005,Brent,0.3,5516,2,0.2,9888,4
E01000555,Brent 015C,E09000005,Brent,0.2,15417,5,0.2,8902,3
E01000556,Brent 015D,E09000005,Brent,0.3,5479,2,0.4,2475,1
E01000557,Brent 015E,E09000005,Brent,0.3,7998,3,0.3,5075,2
E01000558,Brent 015F,E09000005,Brent,0.2,11681,4,0.3,7178,3
E01000559,Brent 018E,E09000005,Brent,0.2,9440,3,0.3,5812,2
E01000560,Brent 023D,E09000005,Brent,0.2,14754,5,0.2,13576,5
E01000561,Brent 023E,E09000005,Brent,0.3,5430,2,0.3,5203,2
E01000562,Brent 008A,E09000005,Brent,0.2,15775,5,0.1,18612,6
E01000563,Brent 008B,E09000005,Brent,0.1,23522,8,0.1,21589,7
E01000564,Brent 013A,E09000005,Brent,0.2,13368,5,0.2,8959,3
E01000565,Brent 013B,E09000005,Brent,0.3,7321,3,0.3,6665,3
E01000566,Brent 008C,E09000005,Brent,0.2,13854,5,0.1,17233,6
E01000567,Brent 016A,E09000005,Brent,0.1,18296,6,0.3,8248,3
E01000568,Brent 008D,E09000005,Brent,0.1,26333,9,0.2,13745,5
E01000569,Brent 008E,E09000005,Brent,0.2,16048,5,0.2,14449,5
E01000570,Brent 012A,E09000005,Brent,0.2,10853,4,0.3,6155,2
E01000571,Brent 012B,E09000005,Brent,0.2,13725,5,0.2,9090,3
E01000572,Brent 007A,E09000005,Brent,0.2,15642,5,0.1,16600,6
E01000573,Brent 007B,E09000005,Brent,0.2,15270,5,0.2,12414,4
E01000574,Brent 007C,E09000005,Brent,0.2,14297,5,0.1,17148,6
E01000575,Brent 007D,E09000005,Brent,0.1,17853,6,0.2,12488,4
E01000576,Brent 012C,E09000005,Brent,0.2,14461,5,0.2,14753,5
E01000577,Brent 007E,E09000005,Brent,0.4,2965,1,0.4,2681,1
E01000578,Brent 012D,E09000005,Brent,0.2,10168,4,0.2,8857,3
E01000579,Brent 032A,E09000005,Brent,0.3,7216,3,0.3,5976,2
E01000580,Brent 032B,E09000005,Brent,0.2,10638,4,0.2,11931,4
E01000581,Brent 030E,E09000005,Brent,0.2,16059,5,0.2,12699,4
E01000582,Brent 032C,E09000005,Brent,0.1,18726,6,0.2,12183,4
E01000583,Brent 032D,E09000005,Brent,0.1,22204,7,0.3,6997,3
E01000584,Brent 033E,E09000005,Brent,0.1,19321,6,0.2,10596,4
E01000585,Brent 033F,E09000005,Brent,0.1,18028,6,0.2,9955,4
E01000586,Brent 032E,E09000005,Brent,0.3,6348,2,0.3,5640,2
E01000587,Brent 001A,E09000005,Brent,0.1,18447,6,0.3,6371,2
E01000588,Brent 002E,E09000005,Brent,0.3,5751,2,0.2,9223,3
E01000589,Brent 001B,E09000005,Brent,0.2,14351,5,0.2,10826,4
E01000590,Brent 001C,E09000005,Brent,0.2,11704,4,0.2,8573,3
E01000591,Brent 003F,E09000005,Brent,0.1,20185,7,0.3,8145,3
E01000592,Brent 001D,E09000005,Brent,0.2,13400,5,0.2,8769,3
E01000593,Brent 001E,E09000005,Brent,0.2,10678,4,0.3,7085,3
E01000594,Brent 001F,E09000005,Brent,0.2,15998,5,0.2,8527,3
E01000595,Brent 027A,E09000005,Brent,0.4,1714,1,0.3,4875,2
E01000596,Brent 021A,E09000005,Brent,0.4,2349,1,0.5,778,1
E01000599,Brent 027D,E09000005,Brent,0.4,1742,1,0.6,203,1
E01000600,Brent 027E,E09000005,Brent,0.3,4967,2,0.4,2865,1
E01000601,Brent 021B,E09000005,Brent,0.6,328,1,0.4,1981,1
E01000602,Brent 021C,E09000005,Brent,0.3,4805,2,0.3,4328,2
E01000603,Brent 021D,E09000005,Brent,0.4,1829,1,0.3,4344,2
E01000604,Brent 021E,E09000005,Brent,0.3,4962,2,0.5,848,1
E01000605,Brent 021F,E09000005,Brent,0.5,1611,1,0.5,1191,1
E01000606,Brent 016B,E09000005,Brent,0.2,15890,5,0.2,8987,3
E01000607,Brent 013C,E09000005,Brent,0.2,14187,5,0.3,6409,2
E01000608,Brent 013D,E09000005,Brent,0.2,14518,5,0.3,6333,2
E01000609,Brent 016C,E09000005,Brent,0.2,15337,5,0.2,8657,3
E01000610,Brent 019A,E09000005,Brent,0.2,12753,4,0.3,5791,2
E01000611,Brent 016D,E09000005,Brent,0.1,20171,7,0.3,5314,2
E01000612,Brent 019B,E09000005,Brent,0.2,15007,5,0.4,3142,1
E01000613,Brent 013E,E09000005,Brent,0.2,10738,4,0.4,3044,1
E01000615,Brent 017B,E09000005,Brent,0.2,13089,4,0.2,16166,5
E01000616,Brent 020A,E09000005,Brent,0.2,14541,5,0.3,8048,3
E01000617,Brent 017C,E09000005,Brent,0.2,11502,4,0.3,5821,2
E01000618,Brent 017D,E09000005,Brent,0.2,10022,4,0.3,7846,3
E01000619,Brent 017E,E09000005,Brent,0.2,16220,5,0.2,13811,5
E01000620,Brent 020B,E09000005,Brent,0.2,10371,4,0.2,12013,4
E01000621,Brent 020C,E09000005,Brent,0.1,17002,6,0.3,5987,2
E01000622,Brent 010D,E09000005,Brent,0.2,10823,4,0.3,4625,2
E01000623,Brent 005C,E09000005,Brent,0.1,18843,6,0.2,10953,4
E01000624,Brent 005D,E09000005,Brent,0.2,14445,5,0.2,13695,5
E01000625,Brent 009E,E09000005,Brent,0.2,16151,5,0.3,5329,2
E01000626,Brent 010E,E09000005,Brent,0.4,4256,2,0.4,1966,1
E01000627,Brent 014E,E09000005,Brent,0.4,2473,1,0.2,8661,3
E01000628,Brent 014F,E09000005,Brent,0.3,5647,2,0.3,5602,2
E01000629,Brent 005E,E09000005,Brent,0.2,11964,4,0.2,11561,4
E01000630,Brent 026E,E09000005,Brent,0.3,6248,2,0.4,1921,1
E01000631,Brent 019C,E09000005,Brent,0.2,11852,4,0.2,8909,3
E01000632,Brent 029E,E09000005,Brent,0.1,20115,7,0.3,6382,2
E01000633,Brent 019D,E09000005,Brent,0.2,15911,5,0.4,3330,2
E01000634,Brent 019E,E09000005,Brent,0.2,10957,4,0.3,4591,2
E01000635,Brent 020D,E09000005,Brent,0.3,6997,3,0.4,3001,1
E01000636,Brent 020E,E09000005,Brent,0.2,10740,4,0.2,10368,4
E01000637,Brent 022B,E09000005,Brent,0.3,5259,2,0.4,3820,2
E01000638,Brent 024A,E09000005,Brent,0.3,7596,3,0.3,5713,2
E01000639,Brent 022C,E09000005,Brent,0.2,12712,4,0.2,8742,3
E01000640,Brent 024B,E09000005,Brent,0.3,9153,3,0.4,1965,1
E01000641,Brent 024C,E09000005,Brent,0.4,3801,2,0.4,3414,2
E01000642,Brent 022D,E09000005,Brent,0.4,4224,2,0.4,2712,1
E01000643,Brent 024D,E09000005,Brent,0.4,2946,1,0.6,299,1
E01000644,Brent 022E,E09000005,Brent,0.3,7214,3,0.4,3398,2
E01033424,Brent 017F,E09000005,Brent,0.4,4363,2,0.4,1560,1
E01033455,Brent 031G,E09000005,Brent,0.4,4069,2,0.3,4662,2
E01033456,Brent 027F,E09000005,Brent,0.5,884,1,0.5,512,1
E01033457,Brent 017G,E09000005,Brent,0.1,22623,7,0.2,8652,3
E01033463,Brent 003G,E09000005,Brent,0.1,17833,6,0.2,12087,4
E01033464,Brent 010F,E09000005,Brent,0.4,3809,2,0.2,10135,4
E01033485,Brent 031H,E09000005,Brent,0.3,6526,2,0.4,3429,2
E01000645,Bromley 007A,E09000006,Bromley,0.0,32573,10,0.0,32668,10
E01000646,Bromley 016A,E09000006,Bromley,0.1,21465,7,0.1,21136,7
E01000647,Bromley 016B,E09000006,Bromley,0.1,21430,7,0.1,24071,8
E01000648,Bromley 016C,E09000006,Bromley,0.1,26210,8,0.1,25427,8
E01000649,Bromley 007B,E09000006,Bromley,0.1,17933,6,0.1,26136,8
